codigo,tipo,lat,lon,dado1,dado2,Estatus,responsavel,data
COXIPO MIRIM,ondulação,-15.592,-55.959,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
RODEIO,ondulação,-15.602,-56.210,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
GUARITA,ondulação,-15.603,-56.149,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
OLHO DAGUA,ondulação,-15.605,-55.806,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CRISTAL,ondulação,-15.613,-56.699,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
COXIPÓ DA PONTE,ondulação,-15.616,-56.029,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
PONTE,ondulação,-15.621,-56.839,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
VEREDA GRANDE,ondulação,-15.623,-56.197,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
DIBU,ondulação,-15.637,-56.704,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
TEIXEIRINHA,ondulação,-15.639,-56.355,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
ENTRONCAMENTO DO LAGARTO,ondulação,-15.641,-56.196,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
COLONIA PASCOAL RAMOS,ondulação,-15.640,-55.965,47,47Certo,Em aprovação,Gilmar Acacio,01/09/2025
SAO GONCALO,ondulação,-15.642,-56.082,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
SESMARIA DO CAPIM,ondulação,-15.645,-55.752,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
FORMOSA,ondulação,-15.645,-55.710,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
AGUADA,ondulação,-15.650,-56.576,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CRISTO REI,ondulação,-15.650,-56.080,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
LARANJAL,ondulação,-15.652,-55.668,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
MOLHADO,ondulação,-15.661,-56.800,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
VARZEA DA CRUZ,ondulação,-15.661,-56.531,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
MORANGO,ondulação,-15.666,-56.770,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
ARICA DO LARANJAL,ondulação,-15.664,-55.765,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
QUILOMBO,ondulação,-15.672,-56.986,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
ARICA-ACU,ondulação,-15.670,-55.709,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
SAO BENTO,ondulação,-15.672,-55.663,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CARIJO,ondulação,-15.677,-56.298,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
AGUA LIMPA,ondulação,-15.679,-56.958,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
RANCHAO,ondulação,-15.678,-56.358,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
MINADOR,ondulação,-15.681,-56.036,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CRUZ DA CURITA,ondulação,-15.686,-56.433,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
MONJOLO,ondulação,-15.687,-56.632,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
BENTO PIRES,ondulação,-15.690,-56.377,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
OLHO DAGUA,ondulação,-15.689,-55.765,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
TARUMA,ondulação,-15.693,-56.293,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
PORTO SANTANA,ondulação,-15.693,-56.070,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CHICO LEITE,ondulação,-15.695,-56.739,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
FANQUEIRO,ondulação,-15.695,-56.407,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CARANDAZINHO,ondulação,-15.699,-56.250,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BURITI DO TOLEDO,ondulação,-15.701,-56.797,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BREJO PINDAIVA,ondulação,-15.699,-55.889,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
MORRO GRANDE,ondulação,-15.702,-56.441,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
TARUMA DO CANAL,ondulação,-15.710,-56.301,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CURVA DA LINHA,ondulação,-15.709,-55.711,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
TAMANOVA,ondulação,-15.711,-55.606,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
SUCURI,ondulação,-15.717,-56.997,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
MOQUEM,ondulação,-15.717,-56.727,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CANINANA,ondulação,-15.717,-56.462,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CAPAO GRANDE,ondulação,-15.716,-56.169,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
BOM SUCESSO,ondulação,-15.724,-56.108,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
JATOBA,ondulação,-15.726,-55.870,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
BARRO BRANCO,ondulação,-15.729,-55.635,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CARA-CARA,ondulação,-15.733,-56.467,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BOM JARDIM,ondulação,-15.732,-55.509,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
COCAES,ondulação,-15.748,-56.305,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BAIA GRANDE,ondulação,-15.751,-56.177,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
PRAIA GRANDE,ondulação,-15.750,-56.136,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
AGUACU,ondulação,-15.751,-56.218,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
LAVADEIRA,ondulação,-15.753,-56.620,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
AGUA AZUL,ondulação,-15.753,-56.521,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
SANTA MARIA,ondulação,-15.754,-55.809,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BRUMADO DA ESTIVA,ondulação,-15.762,-56.463,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BARROCA,ondulação,-15.763,-56.544,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
AGUA FRIA,ondulação,-15.761,-55.608,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
FAVAL (SECO),ondulação,-15.766,-56.756,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
BOLA,ondulação,-15.767,-56.745,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BOM JESUS,ondulação,-15.769,-55.852,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
NOSSA SENHORA DO LIVRAMENTO,ondulação,-15.774,-56.346,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
SUCURI,ondulação,-15.777,-56.726,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BAMBA,ondulação,-15.773,-55.666,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
MIGUEL VELHO,ondulação,-15.778,-56.139,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
FILISTERRA,ondulação,-15.782,-56.523,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
LARGAO,ondulação,-15.789,-56.675,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
ENGENHO VELHO,ondulação,-15.791,-56.130,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
SANGRADOURO,ondulação,-15.789,-55.767,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
RIBEIRAO,ondulação,-15.797,-56.195,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
MORRO GRANDE,ondulação,-15.802,-56.026,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
LAVA PRATOS,ondulação,-15.806,-56.384,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BARREIRINHO,ondulação,-15.810,-56.034,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
SERRA DE SAO VICENTE,ondulação,-15.810,-55.556,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BARREIRINHO,ondulação,-15.813,-56.025,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
VILA MENDES,ondulação,-15.812,-55.822,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
SANGRADOURO,ondulação,-15.816,-56.736,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BANGUE,ondulação,-15.819,-56.583,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BOM FIM,ondulação,-15.814,-55.531,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
PIAO,ondulação,-15.823,-55.771,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
PINDAIVAL,ondulação,-15.824,-55.800,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
SANTA BARBARA,ondulação,-15.826,-56.119,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
AREIAO,ondulação,-15.831,-56.774,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BARREIRO DA PANELA,ondulação,-15.828,-55.699,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
ESTIVA,ondulação,-15.831,-56.425,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BURITI REDONDO,ondulação,-15.829,-55.740,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
LAJES,ondulação,-15.830,-55.607,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
SANTANA DE BAIXO,ondulação,-15.834,-56.315,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
LIMOEIRO,ondulação,-15.836,-56.693,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BREJAO,ondulação,-15.840,-55.631,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
FREI MANOEL,ondulação,-15.845,-56.604,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
SANTA BARBARA,ondulação,-15.847,-56.182,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
SERRINHA,ondulação,-15.848,-55.746,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
VARAL,ondulação,-15.857,-56.837,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
RETIRO MOQUEM,ondulação,-15.858,-56.280,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CAPAO REDONDO,ondulação,-15.859,-56.543,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
RIBEIRAO DA ESTIVA,ondulação,-15.857,-55.601,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
SAO BENEDITO,ondulação,-15.861,-55.922,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
MUTUM,ondulação,-15.868,-56.857,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
QUEBRA-CABECA,ondulação,-15.867,-55.734,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BURITI DOS BRANCOS,ondulação,-15.877,-56.779,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BOA VIDA,ondulação,-15.885,-56.416,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BAGRES,ondulação,-15.884,-55.612,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CAMPO ALEGRE,ondulação,-15.887,-56.275,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
ONCINHAS,ondulação,-15.889,-56.875,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
PORTO DO ENGENHO,ondulação,-15.889,-56.044,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
VOLTA GRANDE,ondulação,-15.889,-56.103,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
AGUAS QUENTES,ondulação,-15.886,-55.514,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
CAPAO BONITO,ondulação,-15.891,-56.533,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
MUTUCA,ondulação,-15.891,-56.433,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
PERIQUITO,ondulação,-15.897,-56.569,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CABECEIRAS DO RIO CORCUNDA,ondulação,-15.901,-56.763,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BARRO PRETO,ondulação,-15.903,-56.318,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BOCAIUVA,ondulação,-15.914,-56.266,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
SANTANA,ondulação,-15.917,-56.359,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
PIRIZAL DE CIMA,ondulação,-15.920,-56.425,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
PAIOL BARREADO,ondulação,-15.917,-55.609,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
ALEGRE,ondulação,-15.924,-56.652,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
RANCHO ALEGRE,ondulação,-15.925,-56.454,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
SAO SEBASTIAO,ondulação,-15.926,-55.940,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
GLEBA BURITI,ondulação,-15.932,-55.699,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
PIUVA,ondulação,-15.936,-56.347,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BURITI GRANDE,ondulação,-15.935,-55.748,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
SETE PORCOS,ondulação,-15.941,-56.915,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CEDRAL,ondulação,-15.941,-56.483,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CASA NOVA,ondulação,-15.942,-56.637,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
PEDRA BRANCA,ondulação,-15.944,-56.975,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CARANDA,ondulação,-15.943,-56.219,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
MACACO,ondulação,-15.947,-56.694,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
AGUA VERMELHA,ondulação,-15.947,-55.592,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BARRANCO ALTO,ondulação,-15.952,-55.992,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
PALMEIRAS,ondulação,-15.951,-55.517,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
TATU GRANDE,ondulação,-15.968,-56.193,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
SITIO,ondulação,-15.971,-56.740,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
AGROVILA VALE DA ESPERAN?A,ondulação,-15.966,-55.535,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
AGUA QUENTE,ondulação,-15.973,-56.590,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
TANQUE FUNDO,ondulação,-15.972,-56.310,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
GUANANDI,ondulação,-15.976,-56.681,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BARREIRO PRETO,ondulação,-15.976,-55.705,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BARRA DO ARICA,ondulação,-15.985,-55.916,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
BOCAININHA,ondulação,-15.992,-55.789,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
FIGUEIRA,ondulação,-15.997,-56.927,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
FAZENDA DE CIMA,ondulação,-15.998,-56.617,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
CUIABA,ondulação,-15.608,-56.078,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
FUNAS,ondulação,-15.044,-55.435,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
RETIRO,ondulação,-15.061,-55.252,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
RONCADOR,ondulação,-15.060,-54.909,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
MORRO DO PAREDAO,ondulação,-15.075,-55.324,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
RONCADOR,ondulação,-15.101,-55.077,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BOI MORTO,ondulação,-15.138,-55.347,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
VARGEM GRANDE,ondulação,-15.184,-55.370,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
FAZENDA TALISMA,ondulação,-15.236,-55.021,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
ENTRONCAMENTO DA LAGOA,ondulação,-15.271,-55.125,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CHAPADAO,ondulação,-15.295,-55.278,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CABECEIRA DO REINO,ondulação,-15.301,-55.348,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CAMPO LIMPO,ondulação,-15.375,-55.333,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
MATA GRANDE,ondulação,-15.458,-55.373,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CAPAO COMPRIDO,ondulação,-15.532,-55.403,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
ESPARROURO,ondulação,-15.540,-54.586,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CAMPO VERDE,ondulação,-15.549,-55.167,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
PONTE DE BARRO,ondulação,-15.553,-54.917,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CORONEL PONCE,ondulação,-15.559,-55.035,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
ENCONTRO,ondulação,-15.559,-54.609,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
DESBARRANCADO,ondulação,-15.562,-54.681,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CORREGO DO MEIO,ondulação,-15.573,-54.488,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
VARZEA GRANDE,ondulação,-15.608,-54.225,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CAPAO DO CORACAO,ondulação,-15.629,-55.233,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
JATOBA,ondulação,-15.639,-55.044,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
SAO LUIZ,ondulação,-15.657,-54.786,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
MANILHA,ondulação,-15.662,-54.932,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BURITIZAL,ondulação,-15.674,-54.410,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
RAPADURA,ondulação,-15.723,-54.931,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
JARAGUA,ondulação,-15.721,-54.412,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
ALTO COITE,ondulação,-15.733,-54.329,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
MATA MATA,ondulação,-15.744,-55.478,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
CABECEIRA DO CHIBUI,ondulação,-15.751,-54.852,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CAPAO ALTA PALHA,ondulação,-15.756,-55.424,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CABECEIRAS DO PIRAPUTANGA,ondulação,-15.757,-55.239,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CORUJA,ondulação,-15.791,-54.847,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
DOM AQUINO,ondulação,-15.810,-54.921,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
GROTAO,ondulação,-15.847,-54.890,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CAMPO LIMPO,ondulação,-15.841,-54.093,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
FORTALEZA,ondulação,-15.853,-54.964,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
BANANAL,ondulação,-15.858,-55.484,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CABECEIRA BONITA,ondulação,-15.858,-54.516,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CABELEIRA VERDE,ondulação,-15.870,-54.786,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
OLHO DAGUA',ondulação,-15.871,-54.564,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
FORMIGA,ondulação,-15.894,-55.405,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
BURACO QUENTE,ondulação,-15.893,-54.952,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
FURNAS,ondulação,-15.897,-54.797,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
AGUA EMENDADA,ondulação,-15.895,-54.303,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
ENTRE RIOS,ondulação,-15.907,-54.871,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
LARGO DA EMA,ondulação,-15.905,-54.225,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BARROSO,ondulação,-15.914,-54.918,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
CONFUSAO,ondulação,-15.936,-54.863,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CARACAS,ondulação,-15.937,-54.561,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BOM SERA,ondulação,-15.945,-55.342,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
JACIARA,ondulação,-15.961,-54.973,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
ENTRONCAMENTO DO MOREIRA,ondulação,-15.977,-54.877,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CANAVIAL DAS POMBAS,ondulação,-15.988,-54.877,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
APARECIDINHA,ondulação,-15.987,-54.199,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
PICARRAS,ondulação,-15.997,-54.732,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
APARECIDA DO LESTE,ondulação,-15.998,-54.254,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
VAZANTE DO GORGIL,ondulação,-16.017,-59.897,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
FORMOSA,ondulação,-16.052,-59.861,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
PANTANAL DE SANTA RITA,ondulação,-16.072,-59.033,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CONCHAS,ondulação,-16.084,-58.972,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
N. S. APARECIDA,ondulação,-16.088,-58.570,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
PANTANAL DE SANTA RITA,ondulação,-16.167,-59.013,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
PANTANAL DO MINADOR,ondulação,-16.193,-58.975,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CABECEIRA BONITA,ondulação,-16.197,-59.212,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
AGUAPEI,ondulação,-16.208,-59.564,40,40Certo,Em aprovação,Gilmar Acacio,01/09/2025
PANTANAL DE SANTA RITA,ondulação,-16.236,-59.275,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
PIQUIZINHO,ondulação,-16.261,-58.653,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BAIA BELA,ondulação,-16.268,-58.795,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
SANTAFE,ondulação,-16.063,-58.415,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CACERES,ondulação,-16.078,-57.690,41,41Certo,Em aprovação,Gilmar Acacio,01/09/2025
MORRO GRANDE,ondulação,-16.096,-57.508,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CARANDA GRANDE,ondulação,-16.114,-57.284,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
GROTA FUNDA,ondulação,-16.123,-57.513,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CORREGO FUNDO,ondulação,-16.174,-57.516,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
OLHO DAGUA,ondulação,-16.227,-57.368,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
PANTANAL DA BAIAZINHA,ondulação,-16.253,-57.834,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CANTO DA PIUVA,ondulação,-16.264,-57.263,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CHAPADAO,ondulação,-16.266,-57.519,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CORIXINHO,ondulação,-16.266,-58.296,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BARREIRO PRETO,ondulação,-16.340,-57.606,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
RETIRO PAI JOSE,ondulação,-16.373,-57.300,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BARRO VERMELHO,ondulação,-16.391,-57.379,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
DESTACAMENTO DO CORIXA,ondulação,-16.394,-58.332,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
BOCAINA FEIA,ondulação,-16.414,-57.535,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
RETIRO LOBINHO,ondulação,-16.585,-57.330,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CABECEIRA DO CORIXAO,ondulação,-16.630,-57.793,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
ABOBORAL,ondulação,-16.633,-57.422,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CAPAO DE MEL,ondulação,-16.668,-57.120,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
LARGO DO PITEIRO,ondulação,-16.698,-57.709,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
PANTANAL SANTA ROSA,ondulação,-16.722,-57.105,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
CAPAO DA MAMONA,ondulação,-16.728,-57.364,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
BOI VELHACO,ondulação,-16.749,-57.154,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
LAGO DO MADOVI,ondulação,-16.756,-57.936,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
TAPERA DO ALOISIO,ondulação,-16.782,-57.187,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
SARARE DE LIMA,ondulação,-16.815,-57.094,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
PANTANAL SAO RAFAEL,ondulação,-16.955,-57.157,62,62Certo,Em aprovação,Gilmar Acacio,01/09/2025
FORMIGA,ondulação,-16.044,-56.889,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
CHUMBO,ondulação,-16.061,-56.697,42,42Certo,Em aprovação,Gilmar Acacio,01/09/2025
